                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.55641,                 0.3474,                0.89803,                0.89195,                 0.8084,                0.86236,                0.55024,                  1.301,                0.71829,                 1.5844,                0.00472,                0.00472,                0.00472
                    162,                0.54151,                0.33779,                0.88244,                0.86553,                0.81033,                0.85673,                0.53933,                  1.291,                0.71043,                 1.5422,               0.004687,               0.004687,               0.004687
                    163,                0.54143,                 0.3483,                0.89867,                0.87022,                0.83895,                0.86381,                0.54473,                 1.2896,                0.69451,                 1.5544,               0.004654,               0.004654,               0.004654
                    164,                0.55406,                0.35657,                0.90217,                0.86873,                0.83139,                0.86155,                 0.5402,                 1.2989,                0.71469,                 1.5731,               0.004621,               0.004621,               0.004621
                    165,                0.53325,                0.34013,                0.88647,                0.88237,                0.79656,                0.85444,                0.54069,                 1.2933,                 0.7381,                 1.5813,               0.004588,               0.004588,               0.004588
                    166,                0.53667,                0.34362,                0.88689,                 0.8355,                0.82591,                0.85599,                0.54099,                 1.2908,                0.72917,                 1.5722,               0.004555,               0.004555,               0.004555
                    167,                0.52793,                0.33269,                0.88385,                0.88374,                0.81824,                0.86028,                0.54172,                 1.3084,                0.72668,                 1.6073,               0.004522,               0.004522,               0.004522
                    168,                0.55788,                0.34609,                0.89249,                0.90476,                0.80889,                0.85941,                0.53754,                 1.3253,                0.72449,                 1.5911,               0.004489,               0.004489,               0.004489
                    169,                0.53733,                 0.3391,                0.89401,                0.88452,                0.83252,                0.86536,                0.54016,                 1.2989,                0.71876,                 1.5647,               0.004456,               0.004456,               0.004456
                    170,                0.52595,                0.33899,                 0.8875,                0.90112,                0.78387,                0.86481,                0.53969,                 1.2827,                0.71668,                 1.5341,               0.004423,               0.004423,               0.004423
                    171,                0.51893,                0.32889,                0.88814,                0.90415,                0.80687,                0.86926,                0.53947,                  1.283,                0.71413,                 1.5754,                0.00439,                0.00439,                0.00439
                    172,                0.51414,                0.32596,                0.88615,                0.89689,                0.80764,                0.87329,                0.55492,                 1.2779,                0.72666,                 1.5562,               0.004357,               0.004357,               0.004357
                    173,                0.53524,                0.33538,                 0.8918,                0.88583,                0.83119,                0.87207,                0.54783,                 1.2875,                0.72079,                 1.5347,               0.004324,               0.004324,               0.004324
                    174,                0.53095,                0.34093,                0.88558,                 0.9015,                0.82382,                0.86926,                0.55358,                 1.2954,                0.69634,                 1.5621,               0.004291,               0.004291,               0.004291
                    175,                 0.5508,                0.35303,                0.89133,                 0.8614,                0.85251,                0.87027,                0.54583,                  1.288,                 0.6937,                  1.562,               0.004258,               0.004258,               0.004258
                    176,                0.53648,                 0.3364,                0.88491,                0.89844,                 0.8282,                0.87342,                0.55592,                 1.2791,                0.69878,                 1.5322,               0.004225,               0.004225,               0.004225
                    177,                 0.5537,                0.35146,                0.88406,                0.86211,                 0.8284,                0.86691,                0.55349,                 1.2927,                0.68262,                  1.558,               0.004192,               0.004192,               0.004192
                    178,                0.54506,                0.34327,                 0.8839,                0.89438,                0.78233,                0.85973,                0.54394,                 1.2641,                0.68817,                  1.516,               0.004159,               0.004159,               0.004159
                    179,                0.53381,                0.34127,                0.89296,                0.86168,                0.81749,                0.85562,                0.53907,                  1.272,                0.70712,                 1.5508,               0.004126,               0.004126,               0.004126
                    180,                0.53218,                0.33715,                0.88759,                 0.8782,                0.81706,                0.84958,                0.53702,                 1.2743,                0.70513,                 1.5414,               0.004093,               0.004093,               0.004093
                    181,                0.52834,                0.33109,                0.88238,                0.86822,                0.82421,                0.85452,                 0.5403,                 1.2725,                0.71471,                 1.5651,                0.00406,                0.00406,                0.00406
                    182,                0.53567,                0.34009,                0.89136,                0.84675,                0.83134,                0.86097,                0.54077,                 1.2805,                0.71234,                 1.5667,               0.004027,               0.004027,               0.004027
                    183,                0.52736,                0.33757,                0.88214,                0.89883,                0.82601,                0.87995,                0.55879,                 1.2713,                0.70075,                 1.5498,               0.003994,               0.003994,               0.003994
                    184,                0.53626,                0.34059,                0.89249,                0.88678,                0.82458,                0.86867,                0.55188,                 1.2696,                0.69996,                 1.5818,               0.003961,               0.003961,               0.003961
                    185,                0.53207,                0.33531,                0.89044,                0.87395,                0.80214,                0.85922,                0.54475,                 1.2635,                0.71327,                  1.574,               0.003928,               0.003928,               0.003928
                    186,                0.52726,                0.33684,                 0.8968,                 0.8967,                0.79018,                0.85484,                0.54274,                 1.2669,                0.71583,                  1.592,               0.003895,               0.003895,               0.003895
                    187,                0.53005,                0.33666,                0.89083,                0.85904,                0.81703,                0.85133,                0.53903,                  1.279,                0.72722,                 1.5869,               0.003862,               0.003862,               0.003862
                    188,                0.54558,                0.34419,                0.89079,                0.89786,                0.80476,                0.85157,                0.54604,                 1.2711,                0.73408,                 1.5794,               0.003829,               0.003829,               0.003829
                    189,                0.53131,                0.33087,                0.88189,                0.86695,                0.82378,                0.84218,                0.54182,                 1.2961,                0.75532,                 1.5948,               0.003796,               0.003796,               0.003796
                    190,                0.52128,                0.32488,                 0.8794,                0.88983,                0.81193,                0.85563,                0.54927,                  1.277,                0.75106,                 1.5608,               0.003763,               0.003763,               0.003763
                    191,                0.50904,                 0.3255,                0.88079,                0.90119,                0.83632,                0.87027,                0.54498,                 1.3065,                0.72282,                 1.5791,                0.00373,                0.00373,                0.00373
                    192,                0.51604,                0.32257,                0.87688,                 0.8904,                0.82557,                0.86971,                0.54736,                 1.2742,                0.69881,                 1.5592,               0.003697,               0.003697,               0.003697
                    193,                0.52216,                0.32826,                0.87574,                0.90263,                0.81571,                0.86176,                0.53885,                 1.2986,                0.71789,                 1.5662,               0.003664,               0.003664,               0.003664
                    194,                0.51582,                0.32742,                0.87991,                0.86346,                0.81861,                0.85489,                0.54104,                 1.2779,                0.71008,                 1.5812,               0.003631,               0.003631,               0.003631
                    195,                0.51765,                0.32847,                0.88783,                0.84709,                0.81453,                0.84279,                0.52851,                 1.2934,                0.73322,                 1.5863,               0.003598,               0.003598,               0.003598
                    196,                0.50218,                0.31841,                0.87296,                0.83478,                0.81737,                0.85048,                0.54053,                 1.2728,                0.73374,                 1.5727,               0.003565,               0.003565,               0.003565
                    197,                0.50323,                 0.3129,                0.87549,                0.86455,                0.81485,                0.86173,                0.54699,                 1.2687,                0.71807,                 1.5515,               0.003532,               0.003532,               0.003532
                    198,                0.49049,                0.31466,                0.86743,                0.87171,                0.82238,                0.86445,                0.55799,                  1.262,                0.72309,                 1.5313,               0.003499,               0.003499,               0.003499
                    199,                 0.4944,                 0.3178,                0.87084,                0.87878,                0.83537,                0.86806,                0.56202,                 1.2774,                0.73085,                 1.5379,               0.003466,               0.003466,               0.003466
                    200,                0.50312,                0.32071,                 0.8751,                0.89607,                 0.8101,                0.86992,                0.55999,                 1.2779,                0.71919,                 1.5445,               0.003433,               0.003433,               0.003433
                    201,                0.49824,                0.31862,                0.87344,                0.90095,                0.82906,                0.87426,                0.56427,                 1.2759,                0.72752,                 1.5657,                 0.0034,                 0.0034,                 0.0034
                    202,                0.49702,                0.31801,                0.87551,                0.89364,                0.80202,                0.86482,                0.56729,                 1.2625,                0.70177,                 1.5442,               0.003367,               0.003367,               0.003367
                    203,                0.48365,                0.30733,                0.86866,                 0.8527,                0.81439,                0.85686,                0.55883,                 1.2764,                0.69793,                 1.5606,               0.003334,               0.003334,               0.003334
                    204,                0.49921,                0.31439,                0.87373,                0.90162,                0.80902,                0.86401,                0.55011,                   1.28,                0.69555,                 1.5613,               0.003301,               0.003301,               0.003301
                    205,                0.51138,                0.31222,                0.86697,                0.91601,                0.81234,                0.87417,                0.54992,                 1.2808,                0.69134,                 1.5755,               0.003268,               0.003268,               0.003268
                    206,                0.49374,                0.31032,                0.87342,                 0.8964,                0.79839,                0.86694,                0.54495,                 1.2791,                0.70497,                 1.5756,               0.003235,               0.003235,               0.003235
                    207,                 0.4982,                0.31743,                0.87583,                0.88412,                0.81789,                0.86863,                0.55167,                 1.2843,                0.69732,                 1.6273,               0.003202,               0.003202,               0.003202
                    208,                0.49869,                0.32373,                0.87903,                0.88546,                0.80375,                0.86213,                0.55149,                 1.2834,                 0.7076,                 1.6532,               0.003169,               0.003169,               0.003169
                    209,                0.50056,                0.32075,                0.87874,                0.90737,                 0.7918,                0.86168,                0.54793,                 1.2876,                0.70366,                 1.6441,               0.003136,               0.003136,               0.003136
                    210,                0.49454,                0.31349,                0.87624,                0.90295,                0.81181,                0.86276,                0.55006,                 1.2694,                0.70202,                 1.6066,               0.003103,               0.003103,               0.003103
                    211,                0.49762,                 0.3197,                0.87136,                0.89195,                0.81742,                0.86082,                0.54539,                 1.2715,                0.69933,                  1.585,                0.00307,                0.00307,                0.00307
                    212,                 0.4954,                0.31175,                0.86801,                0.92948,                0.81154,                0.86516,                0.54162,                 1.2622,                0.70174,                 1.5913,               0.003037,               0.003037,               0.003037
                    213,                0.49614,                0.31542,                0.87801,                0.88603,                 0.8214,                0.86194,                0.53996,                 1.2742,                0.71597,                 1.5921,               0.003004,               0.003004,               0.003004
                    214,                   0.49,                  0.308,                0.86494,                0.89986,                0.80479,                0.86495,                0.53923,                 1.2608,                0.70004,                 1.5765,               0.002971,               0.002971,               0.002971
                    215,                0.48636,                0.31041,                0.86703,                0.90969,                0.80287,                0.86844,                0.54119,                 1.2713,                0.70474,                 1.5873,               0.002938,               0.002938,               0.002938
                    216,                0.49312,                0.31537,                0.87032,                0.91347,                0.81159,                0.87319,                0.55431,                 1.2656,                0.71058,                  1.605,               0.002905,               0.002905,               0.002905
                    217,                0.49839,                0.32068,                0.88269,                0.86961,                0.85956,                0.87935,                0.54811,                 1.2674,                0.71403,                 1.6291,               0.002872,               0.002872,               0.002872
                    218,                0.48086,                0.31209,                0.87312,                0.90098,                0.81764,                0.87367,                0.54235,                 1.2771,                 0.7075,                 1.6372,               0.002839,               0.002839,               0.002839
                    219,                0.48185,                0.30483,                0.87169,                0.88743,                0.82288,                0.86979,                0.54499,                  1.261,                0.70971,                 1.5888,               0.002806,               0.002806,               0.002806
                    220,                0.47847,                0.30593,                0.86709,                0.84968,                0.83842,                0.86223,                0.54165,                 1.2694,                0.69656,                 1.5747,               0.002773,               0.002773,               0.002773
                    221,                 0.4932,                0.31719,                0.86981,                0.89375,                0.80685,                 0.8637,                0.55547,                 1.2544,                0.70895,                 1.5363,                0.00274,                0.00274,                0.00274
                    222,                0.47947,                0.30898,                0.87696,                0.89997,                0.82909,                0.86818,                0.55166,                 1.2746,                0.70579,                 1.5686,               0.002707,               0.002707,               0.002707
                    223,                  0.496,                0.31265,                0.87494,                0.90254,                0.82703,                0.85845,                 0.5478,                 1.2717,                0.70215,                  1.541,               0.002674,               0.002674,               0.002674
                    224,                 0.4872,                0.31092,                0.86798,                0.90369,                0.81284,                0.86133,                0.54775,                 1.2622,                0.70352,                  1.537,               0.002641,               0.002641,               0.002641
                    225,                 0.4917,                0.30871,                 0.8697,                0.91211,                0.81108,                0.86858,                0.55933,                 1.2583,                0.70408,                 1.5315,               0.002608,               0.002608,               0.002608
                    226,                0.47008,                0.30364,                 0.8716,                0.90544,                0.80646,                0.85938,                0.55097,                 1.2592,                0.70201,                  1.565,               0.002575,               0.002575,               0.002575
                    227,                0.48968,                0.31189,                0.86065,                0.88113,                0.82216,                0.85843,                 0.5448,                 1.2721,                0.71667,                  1.593,               0.002542,               0.002542,               0.002542
                    228,                 0.4799,                0.30235,                0.86623,                0.86792,                0.83603,                0.86188,                0.54222,                 1.2745,                0.70605,                 1.5837,               0.002509,               0.002509,               0.002509
                    229,                 0.4687,                0.29991,                 0.8724,                0.90054,                0.82946,                0.87116,                 0.5457,                 1.2726,                0.70351,                 1.5977,               0.002476,               0.002476,               0.002476
                    230,                0.48548,                0.31129,                0.86924,                0.92366,                0.80457,                0.87282,                0.56018,                  1.274,                0.70467,                 1.5756,               0.002443,               0.002443,               0.002443
                    231,                0.47562,                 0.2999,                 0.8638,                0.87086,                0.84256,                0.87442,                0.56347,                 1.2814,                0.68795,                 1.6078,                0.00241,                0.00241,                0.00241
                    232,                0.48413,                0.31353,                0.87118,                0.88459,                0.83745,                0.87665,                0.56036,                 1.2692,                  0.682,                 1.5884,               0.002377,               0.002377,               0.002377
                    233,                0.46804,                0.29675,                0.85997,                 0.9145,                 0.7917,                0.86792,                0.56262,                 1.2639,                0.69855,                 1.5904,               0.002344,               0.002344,               0.002344
                    234,                0.46839,                0.29813,                0.86174,                0.86733,                0.83271,                0.86838,                0.55203,                 1.2538,                 0.7013,                 1.5777,               0.002311,               0.002311,               0.002311
                    235,                0.47251,                 0.3015,                0.86725,                0.92002,                0.80124,                0.87048,                0.55758,                 1.2583,                0.70333,                 1.6076,               0.002278,               0.002278,               0.002278
                    236,                0.46891,                 0.3008,                 0.8633,                0.92555,                0.79684,                0.87047,                0.55561,                 1.2666,                0.69421,                 1.6241,               0.002245,               0.002245,               0.002245
                    237,                 0.4828,                0.31029,                0.87043,                0.92019,                0.80229,                0.87328,                0.55363,                 1.2795,                0.69439,                  1.623,               0.002212,               0.002212,               0.002212
                    238,                0.48427,                0.30509,                0.86917,                0.91397,                0.81432,                 0.8735,                0.55123,                 1.2866,                0.68565,                 1.6178,               0.002179,               0.002179,               0.002179
                    239,                0.47588,                0.30417,                0.86688,                0.91354,                0.80726,                0.87159,                0.55193,                 1.2944,                0.68502,                 1.6331,               0.002146,               0.002146,               0.002146
                    240,                0.47588,                  0.305,                0.86635,                0.92604,                0.80735,                  0.876,                0.55719,                 1.2633,                0.67281,                 1.6108,               0.002113,               0.002113,               0.002113
                    241,                0.46304,                0.30426,                0.86678,                0.91469,                0.80566,                0.86448,                0.55081,                  1.266,                0.68706,                 1.6058,                0.00208,                0.00208,                0.00208
                    242,                0.46234,                0.30256,                0.86405,                 0.8743,                0.80977,                0.84397,                0.54543,                 1.2571,                0.71942,                 1.5806,               0.002047,               0.002047,               0.002047
                    243,                0.45295,                0.29769,                0.85914,                0.86843,                 0.8129,                0.84095,                0.53643,                 1.2636,                0.70343,                 1.5728,               0.002014,               0.002014,               0.002014
                    244,                0.45823,                0.29939,                0.86339,                0.87686,                0.81573,                0.84807,                0.53925,                 1.2696,                0.68669,                 1.5816,               0.001981,               0.001981,               0.001981
                    245,                0.45917,                0.30052,                0.86152,                0.89602,                0.80749,                0.85979,                0.55181,                 1.2588,                0.68246,                 1.5874,               0.001948,               0.001948,               0.001948
                    246,                0.45528,                0.29199,                0.85646,                0.91123,                0.79767,                0.86065,                 0.5423,                 1.2718,                0.68033,                 1.5786,               0.001915,               0.001915,               0.001915
                    247,                  0.461,                0.30129,                0.86216,                0.90498,                  0.804,                0.86117,                0.54822,                 1.2563,                0.69471,                 1.5721,               0.001882,               0.001882,               0.001882
                    248,                0.45857,                0.29725,                0.85814,                0.91508,                0.80613,                0.86461,                0.54898,                 1.2643,                0.70363,                 1.5604,               0.001849,               0.001849,               0.001849
                    249,                 0.4553,                0.29708,                0.86456,                0.92377,                 0.7968,                0.86881,                0.54963,                 1.2695,                0.69967,                 1.5728,               0.001816,               0.001816,               0.001816
                    250,                0.45386,                0.29015,                0.85498,                0.91115,                0.81401,                0.86676,                0.54846,                  1.269,                0.69767,                 1.5887,               0.001783,               0.001783,               0.001783
                    251,                0.43127,                0.28692,                0.85226,                0.91402,                0.81073,                0.86711,                0.55244,                  1.264,                0.69102,                  1.591,                0.00175,                0.00175,                0.00175
                    252,                0.44261,                0.28783,                0.85015,                0.87801,                0.82704,                0.87297,                0.56284,                 1.2518,                0.68252,                 1.5691,               0.001717,               0.001717,               0.001717
                    253,                0.45139,                0.29598,                0.85309,                0.86222,                0.82948,                0.87143,                0.55842,                 1.2555,                0.69204,                  1.542,               0.001684,               0.001684,               0.001684
                    254,                 0.4376,                0.28761,                0.86008,                 0.8838,                0.80128,                0.86737,                0.55192,                 1.2589,                0.69315,                 1.5585,               0.001651,               0.001651,               0.001651
                    255,                0.44903,                0.29562,                0.85372,                0.85892,                0.85169,                0.87256,                0.55306,                 1.2622,                 0.6876,                 1.5561,               0.001618,               0.001618,               0.001618
                    256,                0.44963,                0.29551,                0.85686,                0.85385,                0.84396,                0.87164,                0.54913,                 1.2646,                  0.699,                 1.5508,               0.001585,               0.001585,               0.001585
                    257,                0.44907,                0.28886,                0.85513,                0.85982,                0.84173,                 0.8705,                0.54812,                 1.2599,                0.69079,                 1.5621,               0.001552,               0.001552,               0.001552
                    258,                0.44767,                0.29877,                0.85578,                0.90007,                0.80902,                0.86982,                0.54874,                 1.2656,                0.69124,                 1.5902,               0.001519,               0.001519,               0.001519
                    259,                0.44384,                0.29287,                0.85261,                0.91101,                0.79813,                0.86811,                 0.5515,                  1.253,                0.68863,                 1.5863,               0.001486,               0.001486,               0.001486
                    260,                 0.4332,                0.28113,                0.84694,                 0.9128,                0.80262,                0.86796,                0.55702,                 1.2557,                 0.6876,                 1.6131,               0.001453,               0.001453,               0.001453
                    261,                0.45102,                0.29833,                 0.8555,                0.89812,                0.81318,                0.86763,                0.55342,                  1.248,                0.68462,                 1.5958,                0.00142,                0.00142,                0.00142
                    262,                0.45339,                0.29672,                0.86294,                0.89217,                0.81606,                0.86675,                0.54477,                 1.2628,                0.69103,                 1.6082,               0.001387,               0.001387,               0.001387
                    263,                0.43129,                0.28022,                0.85316,                0.92034,                0.81245,                0.87211,                0.54953,                 1.2552,                 0.6775,                 1.5944,               0.001354,               0.001354,               0.001354
                    264,                0.43131,                0.27444,                0.84818,                0.92315,                 0.8141,                0.87799,                0.55541,                 1.2571,                0.67429,                 1.5879,               0.001321,               0.001321,               0.001321
                    265,                0.43268,                0.28315,                0.84835,                0.92199,                0.81396,                0.88262,                0.56088,                 1.2737,                0.68022,                 1.6008,               0.001288,               0.001288,               0.001288
                    266,                0.42444,                0.27659,                0.84355,                0.91818,                0.81002,                 0.8765,                 0.5596,                 1.2571,                0.67372,                 1.5839,               0.001255,               0.001255,               0.001255
                    267,                0.41753,                0.27167,                0.84442,                0.92415,                0.80393,                0.87027,                 0.5574,                 1.2585,                0.67818,                 1.5912,               0.001222,               0.001222,               0.001222
                    268,                 0.4196,                0.27258,                0.84602,                0.89589,                0.81526,                0.86747,                0.55977,                 1.2498,                0.66796,                  1.581,               0.001189,               0.001189,               0.001189
                    269,                0.42482,                0.27393,                0.84399,                0.90674,                0.80066,                0.86816,                0.55991,                 1.2508,                 0.6606,                 1.5747,               0.001156,               0.001156,               0.001156
                    270,                0.43029,                0.28306,                0.84876,                0.92837,                0.79345,                0.86706,                0.55917,                  1.243,                0.65663,                 1.5474,               0.001123,               0.001123,               0.001123
                    271,                0.43016,                0.28324,                0.85804,                0.91179,                0.80409,                 0.8648,                 0.5579,                 1.2492,                0.66637,                 1.5522,                0.00109,                0.00109,                0.00109
                    272,                0.42569,                0.27639,                0.84679,                0.92645,                0.80157,                0.87308,                0.55841,                 1.2589,                0.67498,                 1.5731,               0.001057,               0.001057,               0.001057
                    273,                 0.4297,                0.28077,                0.85927,                0.90726,                0.81742,                 0.8725,                0.56349,                 1.2564,                0.66925,                 1.5747,               0.001024,               0.001024,               0.001024
                    274,                0.41899,                0.27779,                 0.8495,                0.91914,                0.80747,                0.87117,                0.56018,                 1.2573,                0.66837,                 1.5822,               0.000991,               0.000991,               0.000991
                    275,                0.42311,                0.28046,                0.84769,                0.91864,                0.81039,                0.87356,                0.56099,                 1.2506,                0.67329,                 1.5647,               0.000958,               0.000958,               0.000958
                    276,                0.42074,                0.27526,                0.84864,                0.91544,                0.80997,                 0.8734,                0.56228,                 1.2483,                0.68127,                 1.5681,               0.000925,               0.000925,               0.000925
                    277,                0.42509,                0.27983,                0.85148,                0.89436,                0.81214,                0.86707,                0.55585,                 1.2529,                0.68505,                 1.5926,               0.000892,               0.000892,               0.000892
                    278,                0.42215,                0.27056,                 0.8489,                0.90572,                0.81037,                0.86752,                0.55404,                 1.2486,                0.68324,                 1.5769,               0.000859,               0.000859,               0.000859
                    279,                0.42532,                0.27013,                0.84586,                0.88851,                0.80991,                0.86114,                0.55464,                 1.2461,                0.67837,                 1.5622,               0.000826,               0.000826,               0.000826
                    280,                0.42097,                0.27415,                0.85418,                0.89045,                0.81098,                0.86196,                0.55528,                 1.2468,                0.67701,                  1.568,               0.000793,               0.000793,               0.000793
                    281,                0.41339,                0.27462,                0.84388,                0.90292,                0.80943,                0.86415,                0.56197,                 1.2435,                0.67329,                 1.5509,                0.00076,                0.00076,                0.00076
                    282,                0.41396,                 0.2674,                0.83917,                0.90353,                0.80746,                0.86873,                0.55927,                 1.2428,                0.67055,                 1.5548,               0.000727,               0.000727,               0.000727
                    283,                0.41221,                0.26684,                0.84887,                0.90308,                0.80789,                0.86897,                 0.5573,                 1.2502,                 0.6656,                  1.571,               0.000694,               0.000694,               0.000694
                    284,                0.41504,                0.27195,                0.84765,                0.91493,                0.81214,                0.87691,                0.55837,                 1.2495,                0.66469,                 1.5689,               0.000661,               0.000661,               0.000661
                    285,                 0.4224,                0.27864,                0.85452,                0.89903,                0.80861,                0.86965,                0.56031,                  1.243,                0.66585,                 1.5651,               0.000628,               0.000628,               0.000628
                    286,                0.41661,                0.27226,                0.84677,                0.90968,                0.81178,                0.86976,                0.55963,                 1.2449,                0.66401,                 1.5661,               0.000595,               0.000595,               0.000595
                    287,                0.41417,                 0.2732,                0.85219,                0.91217,                0.80812,                0.86693,                0.55722,                 1.2475,                0.66336,                   1.57,               0.000562,               0.000562,               0.000562
                    288,                 0.4093,                 0.2772,                  0.846,                0.91238,                 0.8031,                0.86623,                0.56102,                 1.2501,                0.66584,                 1.5704,               0.000529,               0.000529,               0.000529
                    289,                0.41313,                0.27357,                0.84783,                0.91571,                0.79188,                0.86646,                0.56143,                 1.2498,                0.67181,                 1.5707,               0.000496,               0.000496,               0.000496
                    290,                0.41763,                0.27631,                0.84333,                0.91396,                0.79133,                  0.866,                0.55922,                 1.2487,                  0.676,                 1.5709,               0.000463,               0.000463,               0.000463
                    291,                0.40365,                0.24535,                0.83618,                0.89609,                0.80341,                0.86072,                0.55113,                 1.2553,                0.67989,                 1.5693,                0.00043,                0.00043,                0.00043
                    292,                0.39811,                0.24086,                0.83284,                0.90161,                0.79859,                0.85275,                 0.5448,                 1.2654,                0.67591,                 1.5772,               0.000397,               0.000397,               0.000397
                    293,                0.38779,                0.23657,                0.83579,                0.91232,                 0.8031,                0.85398,                0.54454,                 1.2689,                0.67262,                 1.5788,               0.000364,               0.000364,               0.000364
                    294,                0.37172,                0.22879,                0.82854,                 0.8964,                0.80378,                0.85341,                 0.5456,                 1.2696,                0.66748,                 1.5829,               0.000331,               0.000331,               0.000331
                    295,                0.38361,                0.23455,                0.82926,                0.89283,                    0.8,                0.85502,                0.54763,                 1.2708,                0.67458,                 1.5818,               0.000298,               0.000298,               0.000298
                    296,                0.37672,                0.23174,                0.82046,                0.89307,                0.80288,                 0.8555,                0.55086,                 1.2654,                0.67433,                 1.5764,               0.000265,               0.000265,               0.000265
                    297,                0.38378,                0.23168,                0.82582,                0.89225,                0.80309,                0.85165,                0.54864,                 1.2637,                0.68617,                 1.5845,               0.000232,               0.000232,               0.000232
                    298,                0.37627,                 0.2262,                0.82399,                  0.899,                 0.8002,                0.85158,                0.54856,                 1.2608,                0.68444,                 1.5874,               0.000199,               0.000199,               0.000199
                    299,                0.37509,                0.23256,                0.82361,                0.89912,                0.79974,                0.85185,                0.54889,                  1.263,                0.68038,                 1.5973,               0.000166,               0.000166,               0.000166
                    300,                0.36235,                0.22643,                0.82163,                0.89906,                0.80026,                0.85373,                 0.5491,                 1.2631,                0.67749,                 1.5909,               0.000133,               0.000133,               0.000133
